team,players_used,possession,games,games_starts,minutes,goals,assists,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xg_per90,npxg_per90,gk_games,gk_games_starts,gk_minutes,gk_goals_against,gk_goals_against_per90,gk_shots_on_target_against,gk_saves,gk_save_pct,gk_wins,gk_ties,gk_losses,gk_clean_sheets,gk_clean_sheets_pct,gk_pens_att,gk_pens_allowed,gk_pens_saved,gk_pens_missed,minutes_90s,gk_free_kick_goals_against,gk_corner_kick_goals_against,gk_own_goals_against,gk_psxg,gk_psnpxg_per_shot_on_target_against,gk_psxg_net,gk_psxg_net_per90,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_def_actions_outside_pen_area_per90,gk_avg_distance_def_actions,shots_on_target,shots_free_kicks,shots_on_target_pct,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,throw_ins,passes_offsides,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_defense,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,blocks,blocked_shots,blocked_passes,interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,passes_received,miscontrols,dispossessed,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
Atalanta,32.0,55.0,38.0,418.0,3420.0,62.0,48.0,5.0,6.0,87.0,2.0,1.63,1.26,2.89,1.5,2.76,71.2,66.9,1.87,1.76,38.0,38.0,3419.0,48.0,1.26,139.0,94.0,69.1,16.0,11.0,10.0,10.0,26.3,6.0,5.0,0.0,1.0,38.0,0.0,3.0,3.0,44.2,0.29,-0.8,-0.02,157.0,387.0,40.6,863.0,203.0,26.0,30.7,240.0,67.9,49.2,356.0,29.0,8.1,43.0,1.13,16.2,167.0,16.0,27.9,4.39,0.1,0.34,0.12,-9.2,-9.9,17108.0,21262.0,80.5,290904.0,103696.0,8272.0,9367.0,88.3,6741.0,7835.0,86.0,1583.0,2760.0,57.4,479.0,1384.0,425.0,81.0,1351.0,19318.0,1876.0,539.0,36.0,192.0,661.0,229.0,114.0,84.0,1.0,782.0,68.0,383.0,1070.0,28.16,770.0,98.0,69.0,86.0,32.0,110.0,2.89,88.0,2.0,8.0,8.0,3.0,1.0,630.0,341.0,252.0,271.0,107.0,299.0,635.0,47.1,336.0,436.0,96.0,340.0,441.0,483.0,6.0,25437.0,1873.0,6726.0,11547.0,7432.0,1125.0,25431.0,372.0,679.0,54.8,16893.0,696.0,376.0,1.0,513.0,454.0,68.0,3.0,6.0,3.0,2292.0,685.0,518.0,56.9
Bologna,36.0,50.6,38.0,418.0,3420.0,43.0,34.0,4.0,5.0,92.0,7.0,1.13,0.89,2.03,1.03,1.92,48.1,44.2,1.26,1.16,38.0,38.0,3420.0,55.0,1.45,184.0,130.0,74.5,11.0,10.0,16.0,13.0,34.2,9.0,8.0,1.0,0.0,38.0,1.0,3.0,2.0,56.2,0.26,3.2,0.08,198.0,482.0,41.1,994.0,170.0,39.3,34.1,308.0,29.5,27.0,525.0,29.0,5.5,14.0,0.37,11.2,143.0,14.0,32.9,3.76,0.09,0.27,0.1,-5.1,-5.2,14442.0,18249.0,79.1,246735.0,94978.0,6960.0,7925.0,87.8,5408.0,6437.0,84.0,1536.0,2701.0,56.9,343.0,1024.0,299.0,89.0,913.0,16283.0,1910.0,590.0,58.0,109.0,601.0,183.0,103.0,21.0,1.0,730.0,56.0,317.0,777.0,20.45,599.0,71.0,26.0,41.0,34.0,76.0,2.0,59.0,7.0,2.0,5.0,3.0,0.0,530.0,298.0,261.0,202.0,67.0,216.0,528.0,40.9,312.0,384.0,127.0,257.0,371.0,678.0,5.0,22039.0,2583.0,7500.0,9871.0,4881.0,627.0,22034.0,326.0,598.0,54.5,14225.0,563.0,302.0,4.0,443.0,497.0,56.0,3.0,9.0,2.0,1972.0,492.0,520.0,48.6
Cagliari,33.0,44.5,38.0,418.0,3420.0,34.0,26.0,3.0,4.0,96.0,5.0,0.89,0.68,1.58,0.82,1.5,42.9,40.2,1.13,1.06,38.0,38.0,3420.0,68.0,1.79,185.0,115.0,67.0,6.0,12.0,20.0,3.0,7.9,10.0,7.0,3.0,0.0,38.0,5.0,10.0,1.0,58.8,0.28,-8.2,-0.22,343.0,765.0,44.8,962.0,122.0,53.0,39.5,344.0,74.1,48.4,526.0,23.0,4.4,34.0,0.89,14.9,117.0,17.0,27.9,3.08,0.07,0.26,0.1,-8.9,-9.2,11503.0,15761.0,73.0,221216.0,88891.0,4745.0,5714.0,83.0,4799.0,5957.0,80.6,1656.0,3147.0,52.6,317.0,853.0,226.0,93.0,784.0,13729.0,1962.0,574.0,16.0,119.0,675.0,143.0,48.0,71.0,2.0,791.0,70.0,315.0,740.0,19.47,520.0,86.0,24.0,63.0,34.0,61.0,1.61,43.0,5.0,2.0,5.0,5.0,1.0,557.0,303.0,263.0,229.0,65.0,230.0,544.0,42.3,314.0,406.0,128.0,278.0,397.0,747.0,5.0,19741.0,2389.0,6897.0,8677.0,4382.0,634.0,19737.0,252.0,479.0,52.6,11299.0,572.0,261.0,3.0,549.0,490.0,70.0,3.0,10.0,1.0,1995.0,696.0,742.0,48.4
Empoli,28.0,47.4,38.0,418.0,3420.0,47.0,27.0,7.0,7.0,87.0,5.0,1.24,0.71,1.95,1.05,1.76,49.4,44.4,1.3,1.17,38.0,38.0,3420.0,70.0,1.84,216.0,150.0,69.9,10.0,11.0,17.0,7.0,18.4,10.0,5.0,2.0,3.0,38.0,1.0,5.0,6.0,65.2,0.28,1.2,0.03,133.0,386.0,34.5,1066.0,215.0,26.2,29.5,257.0,41.6,37.5,602.0,35.0,5.8,38.0,1.0,13.9,151.0,16.0,30.8,3.97,0.08,0.26,0.09,-2.4,-4.4,12796.0,16700.0,76.6,227800.0,91049.0,5530.0,6362.0,86.9,5584.0,6695.0,83.4,1315.0,2560.0,51.4,343.0,1013.0,337.0,72.0,1106.0,14627.0,1990.0,528.0,36.0,76.0,704.0,189.0,63.0,87.0,0.0,827.0,83.0,347.0,835.0,21.97,622.0,67.0,40.0,51.0,42.0,84.0,2.21,59.0,6.0,5.0,8.0,6.0,0.0,568.0,327.0,268.0,208.0,92.0,273.0,606.0,45.0,333.0,451.0,177.0,274.0,352.0,772.0,10.0,20728.0,2793.0,7095.0,8699.0,5162.0,786.0,20721.0,291.0,547.0,53.2,12596.0,584.0,335.0,3.0,506.0,463.0,83.0,6.0,10.0,6.0,1998.0,427.0,549.0,43.8
Fiorentina,28.0,57.7,38.0,418.0,3420.0,59.0,33.0,9.0,12.0,89.0,8.0,1.55,0.87,2.42,1.32,2.18,65.6,56.4,1.73,1.48,38.0,38.0,3418.0,51.0,1.34,126.0,75.0,61.9,19.0,5.0,13.0,11.0,28.9,5.0,3.0,2.0,0.0,38.0,0.0,3.0,2.0,39.8,0.28,-9.2,-0.24,240.0,561.0,42.8,1660.0,164.0,29.2,31.9,209.0,36.8,34.9,352.0,24.0,6.8,71.0,1.87,17.7,172.0,25.0,34.3,4.53,0.1,0.29,0.12,-6.6,-6.4,17418.0,20910.0,83.3,337614.0,110293.0,6638.0,7448.0,89.1,8158.0,9133.0,89.3,2366.0,3482.0,67.9,386.0,1211.0,346.0,105.0,1107.0,19005.0,1848.0,664.0,37.0,246.0,776.0,195.0,23.0,129.0,0.0,693.0,57.0,331.0,908.0,23.89,655.0,85.0,40.0,60.0,59.0,99.0,2.61,67.0,3.0,4.0,13.0,9.0,3.0,508.0,301.0,232.0,203.0,73.0,268.0,540.0,49.6,272.0,357.0,91.0,266.0,244.0,407.0,15.0,24275.0,2416.0,8038.0,10773.0,5705.0,908.0,24263.0,301.0,542.0,55.5,17200.0,618.0,275.0,6.0,464.0,565.0,57.0,8.0,5.0,2.0,1885.0,469.0,456.0,50.7
Genoa,40.0,43.9,38.0,418.0,3420.0,26.0,19.0,6.0,7.0,92.0,3.0,0.68,0.5,1.18,0.53,1.03,41.9,36.5,1.1,0.96,38.0,38.0,3420.0,60.0,1.58,184.0,125.0,69.6,4.0,16.0,18.0,10.0,26.3,5.0,4.0,1.0,0.0,38.0,3.0,7.0,2.0,51.6,0.26,-6.4,-0.17,263.0,626.0,42.0,946.0,103.0,46.4,36.7,270.0,69.3,46.1,490.0,16.0,3.3,20.0,0.53,12.8,106.0,12.0,26.7,2.79,0.05,0.19,0.09,-15.9,-16.5,11185.0,15587.0,71.8,198766.0,81748.0,5122.0,6154.0,83.2,4391.0,5630.0,78.0,1298.0,2719.0,47.7,281.0,829.0,211.0,74.0,858.0,13605.0,1910.0,559.0,29.0,74.0,661.0,155.0,57.0,76.0,1.0,777.0,72.0,365.0,683.0,17.97,462.0,75.0,35.0,40.0,53.0,48.0,1.26,33.0,4.0,5.0,0.0,5.0,1.0,739.0,416.0,324.0,302.0,113.0,349.0,727.0,48.0,378.0,487.0,134.0,353.0,449.0,751.0,15.0,20108.0,2408.0,6892.0,8994.0,4459.0,692.0,20101.0,302.0,581.0,52.0,11002.0,732.0,373.0,2.0,566.0,499.0,72.0,4.0,5.0,2.0,2228.0,635.0,743.0,46.1
Hellas Verona,31.0,50.6,38.0,418.0,3420.0,63.0,44.0,7.0,8.0,100.0,7.0,1.66,1.16,2.82,1.47,2.63,57.6,51.3,1.52,1.35,38.0,38.0,3420.0,59.0,1.55,159.0,101.0,64.8,14.0,11.0,13.0,4.0,10.5,4.0,3.0,1.0,0.0,38.0,2.0,8.0,2.0,48.7,0.29,-8.3,-0.22,208.0,622.0,33.4,809.0,133.0,55.5,41.6,253.0,68.4,46.3,529.0,22.0,4.2,24.0,0.63,13.0,152.0,15.0,33.4,4.0,0.12,0.37,0.11,5.4,4.7,13047.0,17398.0,75.0,226861.0,89360.0,6087.0,7199.0,84.6,5057.0,6178.0,81.9,1410.0,2728.0,51.7,333.0,1046.0,350.0,71.0,1121.0,15513.0,1788.0,467.0,36.0,101.0,593.0,166.0,75.0,43.0,0.0,777.0,97.0,347.0,794.0,20.89,605.0,64.0,35.0,42.0,32.0,106.0,2.79,89.0,3.0,5.0,4.0,5.0,0.0,534.0,308.0,248.0,214.0,72.0,238.0,557.0,42.7,319.0,414.0,107.0,307.0,392.0,779.0,9.0,21609.0,2173.0,6466.0,10020.0,5375.0,860.0,21601.0,313.0,590.0,53.1,12835.0,683.0,383.0,5.0,560.0,429.0,97.0,6.0,4.0,2.0,2413.0,689.0,733.0,48.5
Inter,27.0,56.5,38.0,418.0,3420.0,83.0,57.0,7.0,11.0,71.0,0.0,2.18,1.5,3.68,2.0,3.5,88.4,80.5,2.33,2.12,38.0,38.0,3420.0,32.0,0.84,127.0,96.0,78.0,25.0,9.0,4.0,15.0,39.5,4.0,4.0,0.0,0.0,38.0,0.0,3.0,1.0,34.8,0.25,3.8,0.1,143.0,309.0,46.3,1137.0,178.0,24.5,28.2,146.0,20.5,26.6,397.0,15.0,3.8,11.0,0.29,11.3,239.0,13.0,35.8,6.29,0.11,0.32,0.12,-5.4,-4.5,18367.0,21832.0,84.1,329949.0,112120.0,8090.0,8994.0,89.9,7784.0,8750.0,89.0,2046.0,3033.0,67.5,503.0,1453.0,451.0,128.0,1305.0,20151.0,1624.0,448.0,54.0,207.0,809.0,252.0,73.0,141.0,2.0,630.0,57.0,339.0,1181.0,31.08,884.0,103.0,43.0,92.0,37.0,149.0,3.92,114.0,12.0,4.0,14.0,5.0,0.0,588.0,332.0,265.0,240.0,83.0,247.0,545.0,45.3,298.0,360.0,110.0,250.0,332.0,485.0,11.0,25529.0,2563.0,8069.0,11192.0,6499.0,1172.0,25518.0,255.0,471.0,54.1,18081.0,544.0,245.0,0.0,466.0,412.0,57.0,7.0,4.0,1.0,2004.0,549.0,476.0,53.6
Juventus,32.0,51.5,38.0,418.0,3420.0,56.0,37.0,5.0,6.0,77.0,2.0,1.47,0.97,2.45,1.34,2.32,57.3,52.6,1.51,1.38,38.0,38.0,3420.0,37.0,0.97,123.0,84.0,73.2,20.0,10.0,7.0,13.0,34.2,7.0,4.0,3.0,0.0,38.0,2.0,6.0,1.0,37.1,0.25,1.1,0.03,138.0,308.0,44.8,954.0,176.0,26.3,30.6,199.0,28.6,31.2,570.0,25.0,4.4,29.0,0.76,13.4,166.0,18.0,32.1,4.37,0.1,0.31,0.1,-1.3,-1.6,16459.0,19835.0,83.0,307159.0,106119.0,6680.0,7513.0,88.9,7417.0,8335.0,89.0,2015.0,3048.0,66.1,388.0,1266.0,305.0,79.0,1087.0,18065.0,1696.0,533.0,41.0,193.0,550.0,169.0,72.0,66.0,2.0,662.0,74.0,297.0,915.0,24.08,675.0,60.0,63.0,57.0,49.0,99.0,2.61,73.0,5.0,9.0,7.0,5.0,0.0,555.0,316.0,260.0,217.0,78.0,236.0,529.0,44.6,293.0,392.0,134.0,258.0,332.0,677.0,9.0,23769.0,2489.0,7776.0,11002.0,5243.0,875.0,23762.0,367.0,637.0,57.6,16253.0,607.0,312.0,1.0,508.0,503.0,74.0,5.0,7.0,1.0,2008.0,550.0,440.0,55.6
Lazio,27.0,55.4,38.0,418.0,3420.0,74.0,48.0,7.0,9.0,88.0,5.0,1.95,1.26,3.21,1.76,3.03,60.2,53.2,1.58,1.4,38.0,38.0,3420.0,58.0,1.53,146.0,89.0,63.7,18.0,10.0,10.0,9.0,23.7,6.0,5.0,0.0,1.0,38.0,1.0,5.0,1.0,52.2,0.33,-4.8,-0.13,145.0,294.0,49.3,1047.0,165.0,23.0,29.1,218.0,24.3,26.5,469.0,21.0,4.5,26.0,0.68,14.3,185.0,14.0,41.6,4.87,0.15,0.36,0.12,13.8,13.8,19632.0,23041.0,85.2,320297.0,109254.0,9873.0,10872.0,90.8,7249.0,8150.0,88.9,1711.0,2620.0,65.3,346.0,1399.0,309.0,53.0,1063.0,21310.0,1687.0,520.0,54.0,137.0,574.0,176.0,74.0,71.0,0.0,663.0,44.0,296.0,798.0,21.0,610.0,55.0,40.0,42.0,41.0,128.0,3.37,82.0,11.0,12.0,12.0,9.0,2.0,578.0,339.0,246.0,255.0,77.0,238.0,621.0,38.3,383.0,416.0,144.0,272.0,315.0,565.0,10.0,26713.0,2493.0,8028.0,13267.0,5670.0,794.0,26704.0,334.0,610.0,54.8,19417.0,555.0,273.0,3.0,441.0,450.0,44.0,6.0,6.0,1.0,1941.0,411.0,427.0,49.0
