team,players_used,possession,games,games_starts,minutes,goals,assists,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xg_per90,npxg_per90,gk_games,gk_games_starts,gk_minutes,gk_goals_against,gk_goals_against_per90,gk_shots_on_target_against,gk_saves,gk_save_pct,gk_wins,gk_ties,gk_losses,gk_clean_sheets,gk_clean_sheets_pct,gk_pens_att,gk_pens_allowed,gk_pens_saved,gk_pens_missed,minutes_90s,gk_free_kick_goals_against,gk_corner_kick_goals_against,gk_own_goals_against,gk_psxg,gk_psnpxg_per_shot_on_target_against,gk_psxg_net,gk_psxg_net_per90,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_def_actions_outside_pen_area_per90,gk_avg_distance_def_actions,shots_on_target,shots_free_kicks,shots_on_target_pct,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,throw_ins,passes_offsides,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_shots,sca_fouled,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_shots,gca_fouled,gca_defense,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,blocks,blocked_shots,blocked_passes,interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,carries,progressive_carries,carries_into_final_third,carries_into_penalty_area,passes_received,miscontrols,dispossessed,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
Arsenal,29.0,53.8,38.0,418.0,3420.0,56.0,35.0,3.0,3.0,88.0,5.0,1.47,0.92,2.39,1.39,2.32,47.0,44.6,1.24,1.17,38.0,38.0,3420.0,48.0,1.26,193.0,144.0,78.8,14.0,14.0,10.0,10.0,26.3,8.0,7.0,1.0,0.0,38.0,0.0,9.0,0.0,51.8,0.23,3.8,0.1,92.0,364.0,25.3,964.0,233.0,24.8,28.8,314.0,39.8,35.5,606.0,25.0,4.1,42.0,1.11,15.2,146.0,19.0,36.2,3.84,0.13,0.36,0.11,9.0,8.4,16634.0,20410.0,81.5,292657.0,94450.0,7259.0,8103.0,89.6,7300.0,8331.0,87.6,1596.0,2772.0,57.6,298.0,1164.0,311.0,63.0,1641.0,18463.0,1874.0,487.0,67.0,153.0,699.0,231.0,96.0,71.0,3.0,756.0,73.0,320.0,709.0,18.66,501.0,59.0,48.0,33.0,85.0,2.24,57.0,5.0,9.0,4.0,6.0,584.0,336.0,296.0,217.0,71.0,398.0,141.0,257.0,351.0,754.0,18.0,24424.0,2737.0,8368.0,10648.0,5628.0,821.0,24421.0,14410.0,815.0,534.0,209.0,16527.0,547.0,370.0,1.0,421.0,437.0,73.0,2.0,8.0,0.0,1861.0,501.0,589.0,46.0
Aston Villa,28.0,44.1,38.0,418.0,3420.0,40.0,32.0,1.0,3.0,70.0,1.0,1.05,0.84,1.89,1.03,1.87,44.3,41.8,1.16,1.1,38.0,38.0,3420.0,67.0,1.76,182.0,115.0,65.9,9.0,8.0,21.0,7.0,18.4,6.0,5.0,1.0,0.0,38.0,1.0,9.0,1.0,51.6,0.25,-14.4,-0.38,240.0,665.0,36.1,862.0,179.0,50.1,38.7,343.0,67.9,49.4,628.0,23.0,3.7,28.0,0.74,13.5,147.0,21.0,32.5,3.87,0.09,0.27,0.09,-4.3,-2.8,11652.0,15672.0,74.3,217478.0,84204.0,5074.0,5895.0,86.1,4810.0,5882.0,81.8,1480.0,3002.0,49.3,369.0,908.0,270.0,95.0,1247.0,13604.0,2006.0,562.0,17.0,153.0,798.0,200.0,109.0,34.0,8.0,797.0,62.0,307.0,828.0,21.79,599.0,88.0,36.0,56.0,72.0,1.89,48.0,8.0,4.0,7.0,0.0,523.0,291.0,285.0,174.0,64.0,456.0,184.0,272.0,423.0,928.0,26.0,19977.0,2658.0,7038.0,8203.0,4969.0,695.0,19974.0,10317.0,639.0,476.0,139.0,11546.0,546.0,313.0,1.0,451.0,525.0,62.0,2.0,6.0,1.0,1900.0,705.0,742.0,48.7
Bournemouth,27.0,44.1,38.0,418.0,3420.0,38.0,24.0,4.0,4.0,78.0,3.0,1.0,0.63,1.63,0.89,1.53,44.8,41.7,1.18,1.1,38.0,38.0,3420.0,65.0,1.71,192.0,126.0,68.8,9.0,7.0,22.0,5.0,13.2,6.0,5.0,1.0,0.0,38.0,4.0,4.0,0.0,62.6,0.3,-2.4,-0.06,185.0,616.0,30.0,866.0,190.0,47.5,39.0,295.0,69.5,53.2,603.0,20.0,3.3,26.0,0.68,11.7,117.0,21.0,30.4,3.08,0.09,0.29,0.11,-6.8,-7.7,12042.0,16387.0,73.5,208869.0,82509.0,5798.0,6832.0,84.9,4689.0,5821.0,80.6,1231.0,2655.0,46.4,280.0,921.0,227.0,49.0,1256.0,14488.0,1832.0,450.0,28.0,92.0,646.0,194.0,104.0,57.0,0.0,790.0,67.0,390.0,669.0,17.61,472.0,69.0,39.0,47.0,63.0,1.66,36.0,6.0,8.0,6.0,0.0,507.0,299.0,254.0,206.0,47.0,439.0,160.0,279.0,475.0,1008.0,16.0,20872.0,2556.0,7472.0,8683.0,4916.0,717.0,20868.0,12070.0,601.0,424.0,136.0,11946.0,571.0,384.0,2.0,369.0,388.0,67.0,2.0,6.0,0.0,1979.0,792.0,835.0,48.7
Brighton,25.0,52.2,38.0,418.0,3420.0,35.0,24.0,1.0,2.0,59.0,2.0,0.92,0.63,1.55,0.89,1.53,45.4,43.8,1.2,1.15,38.0,38.0,3420.0,54.0,1.42,168.0,116.0,69.0,9.0,14.0,15.0,9.0,23.7,2.0,2.0,0.0,0.0,38.0,0.0,7.0,2.0,50.2,0.29,-1.8,-0.05,207.0,412.0,50.2,1201.0,255.0,25.3,29.0,274.0,39.4,33.4,526.0,20.0,3.8,26.0,0.68,13.7,139.0,11.0,30.2,3.66,0.07,0.24,0.1,-10.4,-9.8,15881.0,20056.0,79.2,290667.0,102483.0,6755.0,7803.0,86.6,7139.0,8265.0,86.4,1701.0,3003.0,56.6,343.0,1124.0,294.0,62.0,1675.0,18194.0,1791.0,394.0,34.0,200.0,689.0,178.0,78.0,78.0,0.0,853.0,71.0,365.0,804.0,21.16,599.0,73.0,48.0,40.0,65.0,1.71,44.0,9.0,2.0,5.0,0.0,641.0,379.0,295.0,269.0,77.0,437.0,137.0,300.0,419.0,750.0,15.0,24387.0,2721.0,8174.0,10724.0,5693.0,770.0,24385.0,13074.0,669.0,502.0,165.0,15782.0,626.0,399.0,1.0,386.0,325.0,71.0,2.0,2.0,2.0,2065.0,690.0,577.0,54.5
Burnley,22.0,41.9,38.0,418.0,3420.0,41.0,30.0,3.0,3.0,67.0,0.0,1.08,0.79,1.87,1.0,1.79,47.4,45.3,1.25,1.19,38.0,38.0,3420.0,50.0,1.32,167.0,117.0,72.5,15.0,9.0,14.0,15.0,39.5,5.0,4.0,1.0,0.0,38.0,0.0,7.0,1.0,45.7,0.25,-3.3,-0.09,263.0,870.0,30.2,883.0,180.0,67.6,47.1,304.0,89.8,63.7,623.0,52.0,8.3,48.0,1.26,14.9,124.0,18.0,32.3,3.26,0.1,0.31,0.12,-6.4,-7.3,10049.0,14694.0,68.4,181797.0,76083.0,4700.0,5595.0,84.0,3686.0,4854.0,75.9,1295.0,3221.0,40.2,280.0,787.0,217.0,99.0,890.0,12767.0,1838.0,408.0,29.0,99.0,743.0,170.0,158.0,1.0,0.0,868.0,89.0,287.0,667.0,17.55,459.0,83.0,44.0,45.0,71.0,1.87,47.0,10.0,6.0,3.0,1.0,547.0,344.0,238.0,241.0,68.0,450.0,175.0,275.0,387.0,901.0,15.0,18827.0,2224.0,5596.0,8993.0,4410.0,617.0,18823.0,8828.0,437.0,352.0,71.0,9969.0,509.0,291.0,0.0,412.0,369.0,89.0,1.0,5.0,1.0,1860.0,937.0,917.0,50.5
Chelsea,27.0,60.4,38.0,418.0,3420.0,69.0,46.0,7.0,7.0,60.0,0.0,1.82,1.21,3.03,1.63,2.84,69.2,64.4,1.82,1.7,38.0,38.0,3420.0,54.0,1.42,115.0,64.0,54.8,20.0,6.0,12.0,9.0,23.7,2.0,2.0,0.0,0.0,38.0,2.0,9.0,3.0,37.5,0.31,-13.5,-0.36,102.0,302.0,33.8,1028.0,168.0,22.0,28.7,226.0,33.6,32.7,389.0,21.0,5.4,38.0,1.0,16.0,210.0,29.0,34.0,5.53,0.1,0.3,0.11,-0.2,-2.4,20958.0,25213.0,83.1,352088.0,108966.0,9753.0,10903.0,89.5,8527.0,9698.0,87.9,1843.0,2989.0,61.7,459.0,1463.0,411.0,108.0,1897.0,23308.0,1842.0,401.0,61.0,215.0,862.0,247.0,106.0,82.0,2.0,876.0,63.0,361.0,1121.0,29.5,847.0,86.0,64.0,52.0,123.0,3.24,86.0,6.0,9.0,10.0,2.0,638.0,362.0,304.0,258.0,76.0,361.0,91.0,270.0,459.0,631.0,14.0,29489.0,2281.0,8311.0,13996.0,7423.0,1063.0,29482.0,18488.0,983.0,725.0,222.0,20848.0,583.0,414.0,0.0,386.0,384.0,63.0,6.0,2.0,3.0,2210.0,703.0,701.0,50.1
Crystal Palace,25.0,44.8,38.0,418.0,3420.0,29.0,20.0,3.0,3.0,62.0,2.0,0.76,0.53,1.29,0.68,1.21,35.8,33.6,0.94,0.88,38.0,38.0,3420.0,50.0,1.32,172.0,124.0,70.9,11.0,10.0,17.0,10.0,26.3,1.0,0.0,0.0,1.0,38.0,1.0,5.0,2.0,55.7,0.34,7.7,0.2,237.0,710.0,33.4,848.0,180.0,53.4,39.6,313.0,82.1,57.4,651.0,23.0,3.5,27.0,0.71,12.4,115.0,15.0,30.8,3.03,0.07,0.23,0.09,-6.8,-7.6,12274.0,16395.0,74.9,212859.0,86923.0,5857.0,6822.0,85.9,4679.0,5712.0,81.9,1307.0,2747.0,47.6,265.0,910.0,243.0,47.0,1223.0,14377.0,1965.0,501.0,19.0,79.0,588.0,177.0,93.0,32.0,36.0,886.0,53.0,318.0,643.0,16.92,427.0,68.0,36.0,46.0,53.0,1.39,37.0,3.0,4.0,5.0,0.0,686.0,390.0,367.0,244.0,75.0,399.0,135.0,264.0,444.0,856.0,18.0,20928.0,2377.0,7276.0,9017.0,4876.0,793.0,20925.0,10305.0,596.0,428.0,198.0,12187.0,611.0,479.0,0.0,424.0,479.0,53.0,2.0,1.0,2.0,1915.0,771.0,776.0,49.8
Everton,24.0,49.0,38.0,418.0,3420.0,42.0,32.0,1.0,1.0,76.0,3.0,1.11,0.84,1.95,1.08,1.92,50.8,50.0,1.34,1.32,38.0,38.0,3420.0,56.0,1.47,147.0,94.0,63.9,13.0,10.0,15.0,9.0,23.7,4.0,3.0,0.0,1.0,38.0,3.0,5.0,3.0,50.2,0.32,-2.8,-0.07,270.0,730.0,37.0,1115.0,195.0,50.8,40.1,264.0,62.1,48.5,510.0,24.0,4.7,25.0,0.66,13.4,159.0,20.0,34.0,4.18,0.09,0.26,0.11,-8.8,-9.0,13433.0,17736.0,75.7,248821.0,94797.0,5670.0,6722.0,84.3,5545.0,6642.0,83.5,1728.0,3126.0,55.3,340.0,987.0,288.0,93.0,1430.0,15790.0,1888.0,463.0,55.0,165.0,804.0,203.0,105.0,80.0,2.0,853.0,58.0,362.0,805.0,21.18,536.0,86.0,69.0,51.0,67.0,1.76,47.0,4.0,9.0,3.0,0.0,671.0,408.0,328.0,262.0,81.0,372.0,111.0,261.0,408.0,778.0,13.0,22035.0,2514.0,7389.0,9561.0,5301.0,838.0,22034.0,12432.0,623.0,502.0,146.0,13344.0,593.0,345.0,3.0,472.0,394.0,58.0,0.0,4.0,3.0,1966.0,860.0,835.0,50.7
Leicester City,24.0,57.1,38.0,418.0,3420.0,65.0,48.0,5.0,7.0,43.0,3.0,1.71,1.26,2.97,1.58,2.84,62.2,56.7,1.64,1.49,38.0,38.0,3420.0,41.0,1.08,135.0,94.0,75.6,18.0,8.0,12.0,13.0,34.2,10.0,8.0,2.0,0.0,38.0,0.0,5.0,2.0,44.3,0.26,5.3,0.14,180.0,398.0,45.2,951.0,159.0,31.5,33.0,241.0,40.7,36.1,507.0,14.0,2.8,34.0,0.89,17.2,183.0,20.0,34.3,4.82,0.11,0.33,0.11,2.8,3.3,17600.0,21800.0,80.7,304569.0,102390.0,8018.0,9016.0,88.9,7415.0,8600.0,86.2,1655.0,2913.0,56.8,405.0,1283.0,313.0,72.0,1612.0,19817.0,1919.0,495.0,68.0,126.0,779.0,221.0,70.0,100.0,7.0,883.0,64.0,368.0,969.0,25.5,707.0,73.0,48.0,56.0,116.0,3.05,91.0,3.0,4.0,5.0,2.0,742.0,432.0,347.0,320.0,75.0,420.0,92.0,328.0,423.0,767.0,16.0,26247.0,2187.0,7814.0,12226.0,6415.0,925.0,26240.0,16018.0,739.0,561.0,223.0,17485.0,602.0,328.0,1.0,418.0,444.0,64.0,6.0,10.0,2.0,2104.0,659.0,674.0,49.4
Liverpool,24.0,62.9,38.0,418.0,3420.0,83.0,69.0,5.0,5.0,38.0,1.0,2.18,1.82,4.0,2.05,3.87,68.9,65.0,1.81,1.71,38.0,38.0,3418.0,33.0,0.87,107.0,75.0,70.1,32.0,3.0,3.0,15.0,39.5,1.0,1.0,0.0,0.0,38.0,1.0,2.0,1.0,27.1,0.25,-4.9,-0.13,121.0,288.0,42.0,1019.0,191.0,21.9,28.7,237.0,27.4,30.4,426.0,17.0,4.0,77.0,2.03,18.3,224.0,20.0,38.2,5.89,0.13,0.35,0.11,14.1,13.0,21276.0,25891.0,82.2,370796.0,117058.0,9557.0,10648.0,89.8,9007.0,10345.0,87.1,2038.0,3458.0,58.9,454.0,1630.0,477.0,93.0,1941.0,23952.0,1886.0,440.0,68.0,283.0,896.0,257.0,63.0,125.0,2.0,879.0,53.0,343.0,1044.0,27.47,800.0,77.0,54.0,36.0,148.0,3.89,108.0,11.0,9.0,8.0,2.0,550.0,325.0,195.0,243.0,112.0,302.0,68.0,234.0,352.0,634.0,25.0,29748.0,2077.0,7168.0,14888.0,7908.0,1193.0,29743.0,20165.0,967.0,782.0,252.0,21151.0,607.0,306.0,0.0,331.0,293.0,53.0,4.0,1.0,1.0,2194.0,655.0,588.0,52.7
